raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr1_186836915_186837002_+	0	4	4	5	3	2	4	5	6	5	6	4	7	10	6	7	2	2	0	2	7	3
chr2_115989670_115989680_+	0	1	1	0	3	0	1	0	1	2	3	0	1	1	2	1	3	0	0	0	3	0
chr3_154782416_154782421_-	1	1	1	6	4	6	8	6	12	14	8	8	15	13	14	9	8	5	0	0	3	2
chr7_38175595_38175663_+	0	1	3	3	3	0	2	1	4	0	2	0	1	2	3	1	1	0	1	0	2	1
chr6_113744307_113744395_+	6	6	4	6	3	7	3	4	1	15	8	15	10	32	3	5	2	5	2	6	6	6
chrX_26325791_26325870_+	2	1	1	3	0	4	0	3	0	1	0	1	2	4	1	4	1	5	0	0	0	1
chr9_86242494_86242560_+	0	2	6	12	10	2	5	3	13	4	13	4	15	7	16	7	7	3	1	0	6	2
chr12_42601837_42601839_-	1	1	3	6	0	1	1	0	1	2	1	0	5	2	2	4	4	0	1	0	2	2
chr1_95077000_95077002_+	4	3	2	7	0	5	0	1	3	1	5	6	4	12	2	3	1	0	7	2	10	9
chr20_7321643_7321697_+	0	0	1	6	2	0	2	1	1	0	2	0	2	1	3	1	3	0	0	0	6	1
chr5_165237079_165237155_-	1	3	2	4	4	2	1	1	4	5	1	1	6	9	4	2	3	2	0	0	3	1
chr1_187495546_187495620_+	0	1	2	3	0	1	1	0	3	0	5	1	8	2	4	0	5	4	1	0	6	0
chr20_6964075_6964166_+	0	1	3	3	1	1	1	0	1	2	2	0	3	0	4	1	0	1	1	1	2	3
chr2_203216487_203216531_-	0	6	5	3	4	2	3	5	4	4	3	4	8	3	2	6	1	2	2	0	6	3
chr10_16026474_16026475_-	0	1	3	5	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	2	1
chr6_6606768_6606770_-	0	1	3	5	3	0	0	1	2	0	0	0	1	1	5	1	2	0	0	0	2	1
chrX_160035170_160035202_-	0	1	3	5	4	1	2	0	2	0	1	2	4	1	1	1	1	0	0	0	2	1
chr2_224203577_224203578_-	0	1	3	5	2	1	0	0	2	0	1	1	0	0	0	2	2	1	0	0	2	1
chr5_2315707_2315745_+	5	5	19	6	33	9	10	5	41	8	33	9	42	11	37	9	35	6	12	2	7	3
chr6_132546372_132546433_-	1	9	14	44	52	6	25	6	46	11	41	6	55	11	70	15	42	9	0	1	15	7
chr6_127030940_127031029_-	3	8	12	42	82	17	56	23	91	28	104	27	119	36	106	51	89	20	5	1	30	5
chr14_25816370_25816441_+	2	2	0	0	0	1	0	2	0	3	2	4	1	3	1	3	0	3	0	0	0	1
chr17_36334740_36334789_-	1	0	0	1	2	1	1	0	6	0	1	3	1	1	3	1	4	1	2	0	4	1
chr5_155438668_155438747_-	2	2	0	0	2	9	1	3	1	5	0	1	0	8	1	5	0	6	0	0	0	1
chr7_117109844_117109893_+	0	3	2	2	2	2	0	1	6	1	3	3	8	8	5	5	4	0	3	0	8	3
chr7_67959762_67959763_-	0	1	3	4	3	4	2	3	2	2	4	1	3	2	4	4	2	0	1	0	2	2
chr3_134531074_134531168_+	0	0	1	1	0	0	4	0	2	1	0	0	5	4	6	0	3	1	2	0	4	1
chr2_193819844_193819870_+	0	1	5	4	6	3	1	0	6	1	6	6	8	1	4	2	5	0	1	0	2	0
chr10_82598734_82598834_-	0	3	12	16	11	5	10	5	16	10	13	6	15	9	23	9	16	2	5	1	16	1
chr15_2526637_2526657_-	1	0	7	14	3	1	6	2	7	3	9	3	4	4	10	2	9	0	7	1	14	3
chr3_8969765_8969766_+	1	7	15	24	12	1	3	3	11	6	7	1	21	6	21	7	18	3	6	1	17	5
chr10_27789557_27789559_+	1	3	0	0	1	2	0	1	0	4	0	1	2	4	0	3	2	4	0	0	1	2
chr2_115950358_115950432_+	0	0	4	14	5	0	4	0	6	1	5	0	9	1	10	1	3	4	0	0	6	1
chr12_40495172_40495173_+	0	0	2	4	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	2
chr12_11513659_11513684_+	0	1	1	0	1	0	5	0	5	0	3	0	5	0	1	1	5	0	0	0	3	0
chr1_253237402_253237476_+	0	3	4	1	2	0	4	1	2	0	7	2	7	0	6	1	3	0	4	0	7	2
chr20_19363372_19363472_-	2	4	5	13	8	5	1	3	10	4	12	5	11	12	9	3	5	0	2	1	10	3
chr5_150749589_150749673_+	3	7	3	11	4	1	4	0	9	3	11	1	5	8	4	2	6	2	1	0	9	2
chr3_116824851_116824853_+	2	2	0	0	1	3	0	5	1	6	0	7	1	7	3	10	1	8	0	0	0	1
chr10_13066908_13066910_+	1	1	3	8	2	1	3	0	4	1	2	1	5	1	5	4	3	1	1	0	5	1
chr16_23367783_23367785_+	0	1	8	7	6	0	2	2	5	1	3	1	10	2	8	1	4	0	2	1	3	1
chrX_7824925_7824973_+	0	0	12	9	16	3	19	1	21	1	20	3	22	5	22	2	12	1	8	1	7	2
chr8_28605151_28605251_-	3	10	3	9	2	14	3	6	6	10	2	11	6	17	5	13	5	8	1	1	3	13
chr15_3849810_3849910_-	2	5	15	25	20	4	18	9	27	4	37	15	26	7	32	30	19	6	6	1	20	1
chr6_136314177_136314178_+	1	2	3	4	4	1	6	4	5	3	2	2	3	4	1	6	3	0	2	1	3	4
chr13_70286273_70286370_-	0	2	1	0	1	2	0	0	2	0	2	3	4	6	1	7	0	0	0	0	1	1
chr19_35717461_35717463_+	1	2	6	9	1	0	3	1	5	4	4	0	5	2	9	3	3	0	3	0	5	2
chr4_131929466_131929489_+	8	13	25	49	30	23	29	15	41	27	69	33	75	41	55	42	34	29	12	2	24	7
chr10_17587622_17587720_+	2	0	1	3	2	1	4	1	4	2	4	2	2	1	0	4	0	2	3	0	2	3
chr9_19997391_19997463_+	0	1	3	3	8	6	0	4	2	4	0	5	5	10	3	7	2	4	2	0	4	1
chr7_118351567_118351569_+	7	8	2	8	6	17	0	12	4	19	6	17	9	20	4	22	5	15	0	1	2	3
chr1_185633063_185633070_+	2	3	1	3	2	1	2	0	2	1	0	2	1	2	2	8	1	2	0	2	4	3
chr13_68246277_68246338_-	3	3	0	2	0	4	0	0	0	3	0	2	0	5	0	1	0	4	0	0	0	3
chr17_84757647_84757744_+	1	1	2	8	5	2	1	3	0	4	5	1	0	3	5	2	4	1	2	0	8	2
chr5_142791486_142791561_-	1	3	6	6	10	5	1	4	6	1	9	3	19	2	12	4	9	0	3	0	5	1
chr7_31352551_31352608_+	4	7	13	19	14	3	8	4	13	6	8	3	8	8	16	6	9	5	9	2	13	7
chr1_232599621_232599622_+	5	0	0	1	0	3	0	1	0	1	1	0	1	4	1	3	1	0	0	0	0	0
chr12_331068_331069_-	0	0	1	0	2	0	0	0	1	2	1	1	1	0	1	1	0	1	1	0	2	0
chr15_40321752_40321806_+	0	0	1	0	3	0	0	2	3	3	2	6	2	2	3	1	1	0	1	0	2	0
chr18_30200797_30200799_+	0	0	1	0	4	0	2	0	2	0	4	2	5	1	2	2	1	2	1	0	2	0
chr20_18351667_18351703_+	0	0	1	0	4	0	4	2	6	0	5	2	3	0	16	3	8	2	1	0	2	0
chr3_60166988_60167065_-	0	0	1	0	1	1	5	0	2	3	3	0	3	1	0	2	3	0	1	0	2	0
chr18_14585819_14585890_-	0	1	1	3	3	0	3	2	1	2	3	2	6	3	4	0	3	1	0	0	4	1
chr3_8986140_8986141_+	3	5	14	20	10	2	5	5	12	4	11	2	17	2	17	6	17	5	6	4	14	5
chr11_29814320_29814386_-	9	34	51	56	46	26	59	47	55	48	35	35	50	46	63	66	47	32	28	18	72	36
chr7_37773252_37773253_+	0	2	1	0	0	3	1	2	0	3	0	1	5	4	3	1	3	3	0	0	1	1
chr8_28600242_28600243_-	2	2	0	0	1	1	0	1	0	4	0	4	1	4	1	4	0	4	0	0	0	1
chr15_57500286_57500306_+	8	11	12	18	7	5	5	11	11	6	10	11	10	9	12	17	7	6	4	8	14	7
chr18_56800812_56800897_-	0	3	15	37	26	2	18	1	23	3	32	10	39	7	56	7	39	11	1	0	15	1
chr3_8986534_8986535_+	0	1	1	5	1	1	3	0	2	0	2	0	6	2	6	1	5	0	0	0	7	1
chr5_149487847_149487853_-	0	0	0	1	2	2	0	1	1	4	3	5	4	7	2	6	0	4	0	1	3	3
chr8_65487563_65487598_+	0	0	1	3	6	1	2	3	9	6	9	4	12	4	13	12	7	1	6	0	11	4
chr14_72470945_72471037_+	0	7	11	20	21	4	12	2	22	2	23	3	32	8	40	1	34	2	0	0	7	3
chr10_54401936_54401938_+	0	3	2	3	1	0	0	0	1	2	6	1	8	5	2	3	1	1	0	0	3	2
chr5_62690719_62690736_-	1	0	5	12	7	6	6	2	4	5	6	3	14	3	13	3	4	1	0	0	1	1
chr10_109775819_109775821_-	0	0	2	2	1	0	1	0	1	2	2	1	1	2	0	1	2	2	0	0	1	0
chr18_71863007_71863047_+	0	0	1	3	2	0	1	0	1	1	8	1	6	2	5	1	3	1	0	0	2	1
chr2_127904726_127904727_+	0	0	1	3	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	2	1
chr3_120001199_120001291_-	0	0	1	3	1	3	1	2	3	4	2	0	2	3	3	3	3	0	0	0	2	1
chr3_99641220_99641302_-	40	47	12	18	10	122	9	65	19	155	8	78	16	145	15	135	6	101	11	20	6	63
chr4_160892535_160892536_-	0	0	1	3	0	0	1	1	0	0	1	0	1	0	2	0	0	0	0	0	2	1
chr5_158076643_158076693_+	2	5	2	12	6	4	8	0	3	4	2	4	5	6	7	2	2	2	3	0	13	6
chr5_58677587_58677683_-	0	1	3	3	0	1	0	1	2	2	2	2	3	4	1	0	2	0	1	0	1	2
chr6_122786657_122786685_+	0	0	1	3	2	1	3	0	3	0	6	1	5	0	1	0	2	0	0	0	2	1
chr6_25159552_25159575_-	0	2	6	11	10	3	8	4	11	5	13	1	17	3	20	7	12	3	3	0	11	1
chr8_4072918_4072920_+	0	0	1	3	8	1	2	0	4	0	2	1	7	2	9	1	7	3	0	0	2	1
chr7_38138279_38138348_-	2	0	0	9	5	2	6	2	4	4	14	10	8	7	5	10	4	3	0	0	2	3
chr10_59715206_59715305_+	1	1	2	7	1	0	2	0	0	1	1	3	4	3	6	1	2	1	0	1	5	2
chr10_109969362_109969406_-	0	2	2	4	2	2	2	4	2	3	4	2	3	4	5	4	4	3	2	0	5	4
chr1_80960417_80960429_-	1	3	4	4	3	3	1	0	5	2	3	1	4	1	7	1	3	1	0	0	1	0
chr7_120322970_120322972_+	1	7	6	9	10	10	3	11	9	11	9	11	13	11	21	15	8	7	4	1	10	7
chr3_52978741_52978805_-	1	1	4	9	10	8	2	1	8	5	9	4	6	6	16	3	6	2	4	0	4	6
chr8_44994992_44995077_-	6	4	1	2	2	9	0	8	1	23	4	14	0	14	2	18	0	6	2	1	1	2
chr10_48455015_48455052_+	1	0	1	2	0	0	0	2	1	2	1	2	0	3	2	3	3	0	2	0	2	2
chr19_10858192_10858235_+	2	5	13	13	5	4	3	5	8	3	9	5	4	4	8	4	7	4	3	2	5	2
chr2_156981175_156981177_+	1	2	3	9	1	0	0	0	2	1	0	2	3	1	1	2	2	0	1	0	6	2
chr17_22526372_22526373_-	0	2	2	3	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	3	1
chr1_201811880_201811967_+	2	8	24	17	26	8	10	5	20	9	25	4	24	13	21	12	10	7	16	4	15	12
chr11_24467316_24467396_-	27	44	4	21	7	56	7	31	18	71	10	42	10	104	14	78	0	50	2	14	8	52
chr14_111206275_111206276_+	2	3	3	2	1	0	0	0	1	1	3	0	0	3	1	2	1	1	0	2	3	0
chr2_20167643_20167723_+	0	0	2	2	1	1	1	2	2	1	1	1	6	2	7	2	1	1	0	0	1	0
chr4_164180090_164180095_-	0	0	2	2	1	3	0	3	5	0	1	0	3	2	0	1	0	0	0	0	1	0
chr10_109971236_109971316_-	16	122	91	185	106	65	83	57	148	74	181	102	180	133	187	130	143	69	30	1	101	53
chr1_185709420_185709422_-	0	0	2	2	7	1	4	1	7	1	5	0	3	2	7	2	5	1	0	0	1	0
chr13_5491783_5491793_-	0	2	6	5	4	0	2	1	7	1	3	3	8	5	9	3	7	3	0	0	1	0
chr14_74401530_74401532_+	0	2	2	3	1	0	0	2	1	3	0	1	1	1	2	2	2	0	0	0	3	1
chr6_124487415_124487416_+	1	4	1	5	4	2	4	2	3	3	5	7	8	11	4	0	2	1	0	0	3	5
chrX_12989609_12989707_-	0	3	7	29	48	6	32	3	43	6	71	13	73	18	70	11	52	10	2	0	19	5
chr14_61707158_61707255_-	5	3	2	9	2	7	0	7	3	11	1	3	2	7	2	16	1	2	1	2	4	4
chr2_115898806_115898829_+	0	0	2	2	2	1	2	0	5	0	3	0	5	2	4	0	2	1	0	0	1	0
chr3_89757126_89757187_-	1	1	3	4	2	0	2	1	4	2	3	0	2	1	6	1	2	0	1	1	3	1
chr10_95294309_95294408_+	0	4	2	2	1	3	3	2	5	3	2	1	4	3	3	0	2	1	0	0	3	2
chr12_9735067_9735150_+	6	22	46	52	60	34	40	19	78	33	76	28	80	37	97	50	77	20	20	8	53	14
chr13_49371290_49371292_-	1	2	3	3	2	1	1	1	2	4	2	3	3	1	2	1	4	3	0	1	1	1
chr1_35977642_35977742_-	0	4	8	10	11	2	3	2	4	5	11	1	7	2	10	0	4	3	3	0	8	2
chr14_79084484_79084485_-	0	0	2	2	2	0	0	0	2	0	0	0	0	1	2	1	3	0	0	0	1	0
chr15_47698687_47698691_-	0	2	10	11	7	0	10	3	4	5	6	2	8	4	6	10	5	2	1	1	2	2
chr17_27162585_27162587_-	0	0	1	5	2	0	2	0	2	1	0	1	4	0	3	0	7	0	0	0	3	2
chr17_64746693_64746694_-	0	0	2	2	2	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0
chr17_96307485_96307535_+	1	1	8	14	21	7	9	6	23	6	16	8	17	14	24	13	21	7	10	3	16	9
chr19_9809332_9809333_-	0	0	1	5	0	0	0	0	3	0	1	0	2	1	5	0	2	2	0	0	3	2
chr20_27423005_27423006_+	0	3	4	6	4	9	4	12	1	12	1	10	0	13	1	17	3	9	4	4	7	15
chr3_170631629_170631710_+	1	5	12	36	30	9	35	6	37	9	55	7	51	8	63	13	38	4	5	0	22	5
chr5_158163691_158163748_+	2	10	0	1	0	8	2	8	1	13	2	12	3	16	0	15	1	11	0	0	2	8
chr7_117108960_117109038_+	0	2	2	3	1	2	3	1	4	4	7	1	4	8	7	0	1	0	1	0	4	2
chr1_189863331_189863373_-	0	1	3	4	4	3	1	1	3	0	4	0	6	1	4	0	4	0	0	0	1	1
chr1_95071704_95071705_+	1	3	0	0	1	4	0	3	2	13	1	6	0	5	1	5	1	4	0	0	0	4
chr8_10580547_10580637_+	0	1	6	4	2	1	3	1	3	0	4	0	6	3	2	2	1	0	3	2	3	4
chr15_12079790_12079868_-	3	3	1	2	1	10	0	7	1	8	1	6	1	15	0	17	0	5	0	2	1	3
chr1_166623786_166623787_+	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0
chr2_201196466_201196467_-	3	4	3	5	4	3	2	5	4	7	3	3	4	5	6	9	3	3	4	3	7	7
chr8_38572759_38572842_-	0	0	2	2	3	1	1	2	3	3	2	0	3	3	3	1	3	1	0	0	1	0
chr2_35045387_35045462_+	1	2	4	5	7	1	1	0	5	1	4	0	3	1	2	1	0	1	1	0	3	0
chr3_17204621_17204714_-	1	0	1	4	3	0	2	1	8	0	15	1	5	2	11	0	5	1	0	0	1	0
chr17_47329694_47329696_-	0	0	1	6	3	2	1	0	2	0	0	1	3	1	2	3	0	0	0	0	2	4
chr12_21886664_21886665_+	0	0	2	2	0	0	0	0	0	1	4	0	3	0	2	0	0	1	0	0	1	0
chr10_65881557_65881558_+	0	0	2	2	0	0	1	0	0	0	1	0	2	0	1	0	1	0	0	0	1	0
chr13_86718948_86718972_-	0	2	8	19	23	8	8	6	18	8	21	9	18	7	19	5	14	4	3	0	14	2
chr6_136452768_136452769_-	0	4	4	8	2	2	4	3	3	8	1	1	4	3	6	3	6	2	0	0	9	1
chr1_208509890_208509973_-	1	1	1	6	2	2	5	1	6	1	7	2	4	5	5	6	5	3	0	0	2	3
chr8_31920513_31920569_+	0	1	3	1	4	1	2	2	9	4	7	1	3	8	8	4	3	4	1	1	2	1
chr14_84081475_84081478_-	0	0	2	2	1	2	1	0	2	1	4	0	4	0	1	0	2	0	0	0	1	0
chr16_5964042_5964077_-	0	2	2	2	5	1	3	1	3	2	4	1	1	1	2	3	2	0	2	0	7	1
chr3_11774699_11774774_-	3	4	10	26	11	5	5	2	10	9	12	3	21	7	12	5	11	3	7	1	13	8
chr3_145718829_145718913_+	39	111	213	329	288	81	207	67	296	79	363	106	383	128	407	153	314	94	78	17	207	51
chr7_120223598_120223600_-	0	0	2	2	3	0	2	0	1	0	3	0	3	0	1	1	3	0	0	0	1	0
chr18_71868241_71868242_+	1	1	3	5	5	3	5	4	6	4	8	4	11	6	6	4	8	6	1	0	1	2
chr16_6610453_6610474_-	0	1	3	4	4	0	5	4	3	3	3	1	2	1	3	3	3	0	1	0	3	1
chr1_107501391_107501394_+	0	0	2	2	1	0	0	0	1	0	2	0	3	0	1	0	0	1	0	0	1	0
chr13_70246235_70246335_-	0	1	0	0	0	1	0	2	2	6	2	7	4	8	1	3	1	4	0	0	2	2
chr18_30714556_30714557_+	2	1	2	2	3	3	3	2	2	4	5	8	5	8	7	9	1	2	2	0	1	1
chr2_144752720_144752727_+	1	0	1	4	1	1	0	0	3	0	4	0	8	0	2	1	1	0	0	0	1	0
chr5_21949547_21949548_-	0	1	0	0	2	1	0	1	6	3	1	1	1	4	0	3	1	0	0	0	2	2
chr15_32986694_32986699_+	1	1	2	1	5	2	2	0	2	5	5	3	5	5	1	4	0	0	0	1	0	1
chr2_190039181_190039203_+	1	2	7	13	16	1	14	0	17	3	44	1	36	5	29	0	13	2	2	0	5	2
chr6_73354615_73354616_+	0	0	2	2	1	1	2	0	3	0	3	2	3	1	1	1	3	0	0	0	1	0
chr6_99198765_99198767_-	0	0	1	4	0	1	1	1	0	1	2	0	1	0	1	2	0	0	0	0	1	3
chr7_80515668_80515690_+	0	0	2	7	17	2	14	0	10	0	21	3	32	4	20	1	15	5	0	0	4	1
chr7_25409889_25409970_+	5	9	7	9	12	12	6	18	22	28	9	19	12	29	19	31	13	13	2	3	5	4
chr3_148270940_148270941_+	1	0	1	4	1	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	1	0
chr10_70984030_70984031_+	0	0	2	2	3	0	0	0	2	0	0	0	4	0	3	0	3	1	0	0	1	0
chr6_135415992_135415993_-	1	2	4	2	5	4	6	3	4	2	4	3	7	3	3	5	4	1	7	0	9	2
chr7_30978257_30978321_-	3	2	11	16	10	0	4	2	8	5	11	2	6	3	13	10	13	4	13	3	22	4
chr9_62106052_62106109_+	0	1	0	0	1	3	0	7	1	8	2	14	1	20	7	20	3	9	0	0	2	2
chr1_29453472_29453515_-	4	8	14	9	3	1	7	3	5	4	6	0	3	4	6	3	3	2	6	3	8	3
chr13_32447966_32448064_-	2	0	2	10	3	1	3	1	4	4	3	2	9	6	8	1	1	1	1	1	6	2
chr17_15412460_15412540_-	0	4	7	7	12	8	9	0	10	7	6	0	12	17	11	5	9	5	2	3	11	3
chr6_88186099_88186181_-	5	5	0	2	1	8	2	9	1	16	1	15	1	16	5	24	0	9	0	1	0	4
chr19_34282140_34282159_+	0	3	8	8	20	4	6	3	8	2	8	1	8	4	14	2	9	4	2	0	7	0
chr10_63890727_63890781_+	1	4	4	9	8	5	6	5	5	5	10	10	13	6	13	10	7	8	2	2	9	6
chr2_54327778_54327876_+	7	21	25	74	38	9	10	9	25	9	78	19	74	19	58	7	32	9	14	0	40	12
chr2_77352062_77352064_+	0	0	2	2	1	2	1	0	3	1	0	4	1	4	4	7	3	0	0	0	1	0
chr18_59127094_59127120_+	0	0	2	5	7	1	3	1	4	3	5	2	10	1	13	1	3	2	1	0	7	0
chr14_85459268_85459316_-	1	0	0	3	2	3	1	0	2	2	3	3	3	4	1	3	2	3	0	0	1	2
chr3_76802357_76802358_-	2	2	0	3	3	1	1	1	1	2	0	0	3	3	1	0	0	4	0	0	3	0
chr16_18528500_18528540_-	0	2	1	3	0	1	2	0	2	1	3	0	8	0	7	0	3	0	0	0	4	2
chr2_198277317_198277367_+	5	11	14	17	19	9	9	11	18	17	22	11	24	15	25	13	18	14	9	4	20	6
chr3_59238417_59238514_+	0	5	5	2	4	0	3	3	5	3	6	2	6	4	4	3	1	2	2	0	9	1
chr5_170743122_170743201_+	0	3	6	12	12	2	11	2	14	6	24	3	22	4	19	4	15	5	0	1	8	2
chr7_11261805_11261833_-	2	2	11	24	15	7	7	6	14	9	16	14	24	15	20	14	15	8	6	1	13	4
chr9_46425385_46425467_+	0	2	3	0	3	0	2	0	1	1	3	1	3	3	2	0	0	2	1	0	4	0
chrX_6809631_6809675_+	0	2	4	9	4	1	2	3	5	2	6	3	6	1	8	0	4	3	1	0	4	4
chr16_71292866_71292915_+	4	7	4	6	8	7	9	10	13	3	11	6	9	10	11	12	3	5	5	1	6	7
chr3_51937749_51937751_+	0	0	2	4	4	0	3	0	4	1	6	0	10	1	9	1	6	2	0	0	1	1
chr8_122148918_122148995_+	0	3	6	17	10	1	10	0	7	4	20	7	25	8	15	4	7	0	0	0	7	3
chr7_10020266_10020267_-	2	1	2	4	1	1	0	1	1	1	1	1	1	3	3	2	1	1	2	0	4	0
chr13_48592179_48592220_-	0	0	2	4	6	2	2	2	2	1	4	3	4	2	3	3	4	3	0	0	1	1
chr2_213925740_213925756_+	0	1	4	9	1	3	1	3	2	4	4	9	2	7	4	11	3	3	0	0	4	1
chr8_30150486_30150487_+	0	0	2	4	0	1	0	0	1	1	0	0	1	3	0	2	0	1	0	0	1	1
chr8_63577589_63577638_-	0	0	2	2	2	0	3	0	5	0	8	0	4	1	5	0	4	0	1	0	3	0
chr17_15911546_15911637_+	3	17	24	55	13	5	8	15	28	8	35	9	25	15	33	26	31	11	17	3	52	20
chr9_59105373_59105381_-	1	0	0	3	2	1	1	0	3	2	2	1	0	3	0	2	0	0	0	0	1	2
chr16_2126872_2126873_-	0	0	2	4	2	1	0	1	1	1	1	1	0	1	2	0	1	1	0	0	1	1
chr7_10152127_10152188_+	0	1	1	8	3	2	1	2	7	3	2	0	3	4	9	1	3	3	0	0	6	4
chr9_71616926_71616929_-	0	1	2	6	6	9	1	1	4	7	7	8	4	15	3	10	2	6	0	0	5	1
chr15_26904349_26904351_+	1	2	8	9	1	1	0	0	1	0	2	0	4	3	9	4	5	2	3	1	4	2
chr15_47640680_47640681_+	0	0	2	2	3	1	1	2	4	3	2	1	4	1	1	1	1	2	1	0	3	0
chr10_37120688_37120763_-	3	9	19	38	40	17	23	14	46	30	30	11	31	30	40	25	23	15	12	4	28	14
chr7_119047810_119047873_+	2	1	2	2	0	1	1	1	7	2	2	2	0	4	1	1	1	0	1	1	2	0
chr14_17576430_17576489_+	2	7	22	30	24	7	11	7	37	19	23	13	42	25	37	24	28	14	9	4	24	6
chr2_190948159_190948254_+	2	5	9	22	7	6	5	4	11	11	5	4	14	7	17	10	9	2	3	2	15	5
chr3_89280012_89280025_-	2	3	1	0	2	2	0	2	3	2	0	1	1	4	3	5	0	1	2	1	1	5
chr5_58133624_58133713_-	2	8	31	53	65	7	32	4	45	13	96	13	84	14	128	11	68	8	13	2	29	8
chr7_59242639_59242667_+	0	0	0	1	4	1	0	1	3	0	1	0	5	1	7	4	9	1	1	0	5	1
chr7_9883756_9883758_-	2	2	2	4	0	0	0	1	1	2	1	2	4	3	2	3	0	1	1	0	2	1
chr9_79166317_79166360_-	0	0	0	1	2	3	1	0	0	1	7	2	7	5	0	2	0	0	1	0	2	4
chr10_86788802_86788835_+	1	1	6	9	22	2	19	1	24	8	22	2	33	6	42	6	25	2	7	1	12	3
chr1_58442196_58442200_+	2	8	19	20	18	2	12	4	29	10	38	10	26	9	37	10	31	7	10	2	21	4
chr19_366236_366239_-	0	0	2	4	3	1	0	0	4	0	5	1	2	1	2	0	0	0	0	0	1	1
chr3_10047549_10047576_-	0	0	3	4	1	1	1	1	3	2	0	4	4	1	1	2	2	3	2	0	1	3
chr13_35592390_35592482_-	2	3	1	2	0	9	1	3	3	14	0	6	2	14	1	11	0	6	1	1	1	5
chr2_60777784_60777869_-	0	0	2	4	9	1	2	1	7	2	2	1	1	1	2	0	4	1	3	1	9	2
chr11_58645717_58645725_-	3	2	0	5	1	0	0	1	2	0	5	3	3	17	0	1	0	0	2	1	4	7
chr3_145728988_145729035_+	2	6	18	27	10	3	10	2	15	5	12	2	14	2	19	6	13	2	8	2	15	6
chr15_36724796_36724873_-	0	1	0	1	4	6	3	2	6	5	3	10	2	6	7	3	3	1	0	0	3	2
chr12_21590154_21590227_+	0	8	14	15	16	5	9	8	12	3	17	4	15	7	25	5	14	4	1	2	17	2
chr2_190989254_190989255_+	2	0	2	0	2	3	0	1	3	4	1	3	1	1	2	6	2	3	1	0	0	0
chr10_14379748_14379845_+	5	8	3	8	5	4	2	5	7	13	6	7	5	13	10	13	7	3	3	1	5	7
chr5_66392560_66392645_+	3	6	10	14	6	3	11	5	6	9	8	3	6	6	10	5	9	4	2	2	8	1
chr5_8555625_8555706_+	1	1	5	3	8	2	0	1	3	4	5	1	7	0	10	2	2	1	2	2	3	1
chr12_35279823_35279824_+	0	1	1	0	0	2	0	2	2	8	1	6	1	5	2	2	0	4	0	1	0	3
chr3_9004980_9004981_+	1	5	7	10	3	3	2	0	4	2	7	0	7	1	14	0	9	1	0	0	3	1
chr2_190556289_190556291_-	0	1	1	4	2	2	3	2	1	1	7	4	13	8	2	6	4	0	1	0	5	3
chr1_176756417_176756442_-	1	15	15	36	45	16	30	11	48	13	58	10	64	22	79	25	56	16	0	0	26	2
chr8_51759338_51759392_-	0	0	4	5	2	3	7	0	2	1	6	3	7	0	8	2	3	1	2	0	5	0
chr18_28916318_28916398_+	2	16	7	8	11	8	16	14	27	13	42	35	23	18	40	48	26	16	2	0	7	7
chrX_128264524_128264617_+	4	8	11	20	18	10	1	8	13	9	19	2	17	10	22	10	15	6	11	6	29	11
chr3_75974651_75974709_+	0	0	4	5	10	3	1	4	9	6	13	3	14	3	12	6	5	4	3	0	5	1
chr3_75536933_75536970_-	1	0	1	1	0	1	0	1	6	2	2	1	1	2	2	3	2	1	2	1	2	3
chr10_90348430_90348463_+	0	0	0	1	0	0	3	0	3	0	4	2	4	2	1	2	1	1	0	0	3	1
chr13_37904841_37904842_-	0	0	0	1	2	0	2	0	3	0	1	0	2	1	4	3	1	0	0	0	3	1
chrX_26692662_26692677_-	1	3	4	11	3	2	3	2	4	1	6	2	3	3	5	5	7	1	0	0	2	4
chr19_37452923_37452924_-	2	2	3	7	6	2	1	2	3	2	5	1	2	6	3	5	2	3	0	0	1	1
chr4_79703287_79703288_-	2	1	2	5	0	3	2	0	3	0	1	1	2	3	7	1	2	1	2	1	6	1
